#Genotype_assay_ID,GS_accession_name,Country,GS_id(separated from accession),SampleSet,Subpop
IRIS_313-11517,IR 4432-28-5,Philippines,IRGC 55952-1,3KG,ind2
IRIS_313-11521,TAN NONG,Viet Nam,IRGC 56126-1,3KG,admixed-ind
IRIS_313-11522,XINTUAN HEI GU,China,IRGC 56159-1,3KG,tej
IRIS_313-11523,ADIALLO,Senegal,IRGC 56264-1,3KG,ind3
IRIS_313-11524,KOUINONEPOU,Cote d'Ivoire,IRGC 56663-1,3KG,trj
IRIS_313-11525,DIAMBARANG,Guinea-Bissau,IRGC 56726-1,3KG,admixed-ind
IRIS_313-11526,FOSSA (GBE),Cote d'Ivoire,IRGC 56767-1,3KG,trj
IRIS_313-11527,GOLO,Cote d'Ivoire,IRGC 56856-1,3KG,trj
IRIS_313-11528,ZO,Cote d'Ivoire,IRGC 56914-1,3KG,ind3
IRIS_313-11530,JAO KHAO,Thailand,IRGC 57046-1,3KG,admixed-ind
IRIS_313-11532,MARIA GAKIT,Philippines,IRGC 57070-1,3KG,trj
IRIS_313-11534,NAHNG KHAO BOW,Thailand,IRGC 57377-1,3KG,ind2
IRIS_313-11535,PAH DI MI RAHK,Thailand,IRGC 57398-1,3KG,ind2
IRIS_313-11536,WIR 2091,Georgia,IRGC 57536-1,3KG,tej
IRIS_313-11537,J 6 IR 438 (WC 694),Philippines,IRGC 57599-1,3KG,admixed-jap
IRIS_313-11538,J 6 IR 520 (WC 693),Philippines,IRGC 57600-1,3KG,ind2
IRIS_313-11539,SP 6 (WC 836),Unites States of America,IRGC 57602-1,3KG,trj
IRIS_313-11540,PATIE ROUGE,Guinea,IRGC 57686-1,3KG,trj
IRIS_313-11541,HOE PHAR THAE,Myanmar,IRGC 57907-1,3KG,ind3
IRIS_313-11542,KHAO KUM PAR,Myanmar,IRGC 57966-1,3KG,admixed
IRIS_313-11543,KYUN TAW SEIN,Myanmar,IRGC 58072-1,3KG,ind3
IRIS_313-11544,LINPAN CHAW,Myanmar,IRGC 58087-1,3KG,ind3
IRIS_313-11545,MOE GAUNG PYU,Myanmar,IRGC 58120-1,3KG,ind3
IRIS_313-11546,NGA CHAN HMWE,Myanmar,IRGC 58146-1,3KG,admixed-ind
IRIS_313-11547,SHWE SABA,Myanmar,IRGC 58206-1,3KG,ind2
IRIS_313-11548,TAUNG LWIN,Myanmar,IRGC 58222-1,3KG,ind3
IRIS_313-11549,TAUNGYA SABA,Myanmar,IRGC 58226-1,3KG,admixed-ind
IRIS_313-11551,FELEGBASEH,Sierra Leone,IRGC 58443-1,3KG,admixed-ind
IRIS_313-11554,PA RABICHINA,Sierra Leone,IRGC 58609-1,3KG,ind2
IRIS_313-11555,PA WOON,Sierra Leone,IRGC 58656-1,3KG,ind3
IRIS_313-11556,TUBMAN,Sierra Leone,IRGC 58682-1,3KG,ind2
IRIS_313-11557,GORIA,Bangladesh,IRGC 58736-1,3KG,aus
IRIS_313-11558,NULI,Bangladesh,IRGC 58824-1,3KG,ind3
IRIS_313-11561,BANGLA,Nepal,IRGC 58876-1,3KG,ind3
IRIS_313-11563,BIJULI BATI,Nepal,IRGC 58917-1,3KG,ind3
IRIS_313-11564,HALIDA,Nepal,IRGC 59005-1,3KG,aro
IRIS_313-11565,KUSUM KATIKI,Nepal,IRGC 59099-1,3KG,ind3
IRIS_313-11566,MOONOR,Nepal,IRGC 59136-3,3KG,ind3
IRIS_313-11567,RATO BASMATI,Nepal,IRGC 59205-1,3KG,aro
IRIS_313-11568,SATHIYA,Nepal,IRGC 59225-1,3KG,ind1
IRIS_313-11570,GENG 77-4,China,IRGC 59321-1,3KG,admixed-ind
IRIS_313-11571,BAI MANG AI ZHONG,China,IRGC 59408-1,3KG,tej
IRIS_313-11572,BAI MI TIE QIU,China,IRGC 59414-1,3KG,ind1
IRIS_313-11573,GAO LIANG ZAO,China,IRGC 59563-1,3KG,admixed-ind
IRIS_313-11574,HEI TOU HONG,China,IRGC 59595-1,3KG,tej
IRIS_313-11575,HONG PI NUO,China,IRGC 59638-1,3KG,tej
IRIS_313-11576,JIANG HUI DAO,China,IRGC 59688-1,3KG,admixed-ind
IRIS_313-11577,LANG QIAN CHE,China,IRGC 59730-1,3KG,ind1
IRIS_313-11578,LUAN DAO,China,IRGC 59762-1,3KG,tej
IRIS_313-11579,SHAN GU,China,IRGC 59870-1,3KG,ind1
IRIS_313-11580,TAI ZHOU XIAN,China,IRGC 59912-1,3KG,admixed-ind
IRIS_313-11582,WAN GENG BAI DAO TOU,China,IRGC 59948-1,3KG,tej
IRIS_313-11584,YI SUI QI,China,IRGC 60088-1,3KG,tej
IRIS_313-11585,ACC 1286,China,IRGC 60116-1,3KG,ind1
IRIS_313-11586,36037-1,China,IRGC 60177-2,3KG,tej
IRIS_313-11588,MR 69,Malaysia,IRGC 60188-1,3KG,ind2
IRIS_313-11591,PULUT MERAH 2,Malaysia,IRGC 60427-1,3KG,admixed
IRIS_313-11594,CHAN THANH HOA,Viet Nam,IRGC 60647-1,3KG,admixed-ind
IRIS_313-11595,AMAKOYALI,India,IRGC 60878-1,3KG,aus
IRIS_313-11596,BHAINSA MUNDARIYA,India,IRGC 60893-1,3KG,admixed-ind
IRIS_313-11597,BHATA PYAGI,India,IRGC 60895-1,3KG,ind3
IRIS_313-11598,GODADANI,India,IRGC 60944-1,3KG,admixed-ind
IRIS_313-11599,JUGRAY,India,IRGC 60960-1,3KG,ind3
IRIS_313-11600,KOTODESHI,India,IRGC 60982-1,3KG,ind3
IRIS_313-11602,MALCHI,India,IRGC 61004-1,3KG,aus
IRIS_313-11603,PANDRI PAREWA,India,IRGC 61030-1,3KG,aus
IRIS_313-11604,SUGARKAND,India,IRGC 61059-1,3KG,aus
IRIS_313-11606,BOKDEL,India,IRGC 61085-1,3KG,ind3
IRIS_313-11607,HOLDIGANTHI,India,IRGC 61105-1,3KG,ind3
IRIS_313-11608,KHAO BAWNG,Thailand,IRGC 61260-1,3KG,ind2
IRIS_313-11609,MAE HAWM,Thailand,IRGC 61283-1,3KG,ind2
IRIS_313-11610,WUA PAN LAK,Thailand,IRGC 61357-1,3KG,ind2
IRIS_313-11611,YAH YAW,Thailand,IRGC 61359-1,3KG,trj
IRIS_313-11615,MANARE (PHOM),Guinea,IRGC 61437-1,3KG,admixed-ind
IRIS_313-11616,UPRH 31,India,IRGC 61503-1,3KG,admixed-ind
IRIS_313-11617,UPRH 33,India,IRGC 61505-1,3KG,aus
IRIS_313-11618,UPRH 58,India,IRGC 61525-1,3KG,aus
IRIS_313-11619,UPRH 166,India,IRGC 61615-1,3KG,aus
IRIS_313-11620,UPRH 197,India,IRGC 61641-1,3KG,aus
IRIS_313-11621,UPRH 265,India,IRGC 61689-1,3KG,ind2
IRIS_313-11622,JUAN YE LAI,China,IRGC 61825-1,3KG,ind1
IRIS_313-11623,KAO SONG HAI,China,IRGC 61827-1,3KG,admixed-jap
IRIS_313-11624,ANADI WHITE,Nepal,IRGC 61897-1,3KG,ind1
IRIS_313-11625,CHOBO,Nepal,IRGC 61930-1,3KG,aro
IRIS_313-11626,GUDURA,Nepal,IRGC 61955-1,3KG,aro
IRIS_313-11627,JADO,Nepal,IRGC 61966-1,3KG,aro
IRIS_313-11628,KARISHNABELI,Nepal,IRGC 61979-1,3KG,admixed
IRIS_313-11629,LATIJHABAR,Nepal,IRGC 61991-1,3KG,aus
IRIS_313-11630,POHHERLIMASION,Nepal,IRGC 62025-1,3KG,aro
IRIS_313-11632,SETO JHINUWA,Nepal,IRGC 62043-1,3KG,aro
IRIS_313-11635,GAM PERNG,Thailand,IRGC 62135-1,3KG,admixed-ind
IRIS_313-11636,NCS 271 A,India,IRGC 62216-1,3KG,aus
IRIS_313-11638,NCS 331,India,IRGC 62247-1,3KG,ind3
IRIS_313-11639,NCS 349,India,IRGC 62257-1,3KG,admixed-ind
IRIS_313-11640,NCS 458,India,IRGC 62290-1,3KG,ind3
IRIS_313-11641,NCS 477,India,IRGC 62299-1,3KG,ind3
IRIS_313-11642,NCS 599,India,IRGC 62373-1,3KG,ind3
IRIS_313-11643,NCS 603 B,India,IRGC 62377-1,3KG,admixed-ind
IRIS_313-11644,NCS 745,India,IRGC 62466-1,3KG,ind3
IRIS_313-11645,NCS 766,India,IRGC 62478-1,3KG,ind3
IRIS_313-11646,NCS 771 A,India,IRGC 62483-1,3KG,ind3
IRIS_313-11647,NCS 809 A,India,IRGC 62502-1,3KG,ind3
IRIS_313-11648,NCS 830,India,IRGC 62518-1,3KG,ind3
IRIS_313-11650,NCS 901 A,India,IRGC 62568-1,3KG,ind3
IRIS_313-11651,FEI ZHAO 12,China,IRGC 62683-1,3KG,tej
IRIS_313-11652,GONG SHE 9,China,IRGC 62693-1,3KG,tej
IRIS_313-11653,MA SHE 8,China,IRGC 62750-1,3KG,tej
IRIS_313-11654,PL 3165,China,IRGC 62827-1,3KG,tej
IRIS_313-11655,SI WAN 14,China,IRGC 63019-1,3KG,tej
IRIS_313-11656,B 3913 B 16-20 ST 28,Indonesia,IRGC 63099-1,3KG,ind2
IRIS_313-11657,EX WUKARI (WILD),Nigeria,IRGC 63214-3,3KG,ind3
IRIS_313-11658,MANYALOJOPOIHUN,Sierra Leone,IRGC 63350-1,3KG,trj
IRIS_313-11659,TOBOHUN,Sierra Leone,IRGC 63433-1,3KG,trj
IRIS_313-11660,WULE DASIMA,Liberia,IRGC 63450-1,3KG,trj
IRIS_313-11661,91-382,Bhutan,IRGC 63464-1,3KG,tej
IRIS_313-11663,MARHARORA,Zimbabwe,IRGC 63511-1,3KG,admixed-ind
IRIS_313-11664,CUN GU NUO,China,IRGC 63576-1,3KG,admixed-ind
IRIS_313-11665,JIN HUA 258,China,IRGC 63670-1,3KG,ind1
IRIS_313-11666,LONG GE 33,China,IRGC 63705-1,3KG,admixed-ind
IRIS_313-11667,LUO AI ZAO 3,China,IRGC 63730-1,3KG,ind1
IRIS_313-11668,RONG DAO 4,China,IRGC 63820-1,3KG,ind1
IRIS_313-11669,F 478,China,IRGC 63882-1,3KG,admixed-ind
IRIS_313-11671,DERAWA,Nepal,IRGC 64106-1,3KG,ind3
IRIS_313-11672,RAI MANULA,Nepal,IRGC 64138-1,3KG,tej
IRIS_313-11673,BURI BURING,Philippines,IRGC 64174-1,3KG,trj
IRIS_313-11674,BEUA KAE,Thailand,IRGC 64221-1,3KG,admixed-ind
IRIS_313-11676,E MOOM,Thailand,IRGC 64291-1,3KG,ind2
IRIS_313-11677,E NAWN KHAO,Thailand,IRGC 64293-1,3KG,admixed-ind
IRIS_313-11678,E PLUAK,Thailand,IRGC 64297-1,3KG,admixed-ind
IRIS_313-11679,GASET BOW,Thailand,IRGC 64316-1,3KG,admixed-ind
IRIS_313-11680,KHAO BUN MI,Thailand,IRGC 64366-2,3KG,admixed-ind
IRIS_313-11681,KHAO' PAWM,Thailand,IRGC 64416-2,3KG,admixed-ind
IRIS_313-11682,MA EUE,Thailand,IRGC 64502-1,3KG,admixed-ind
IRIS_313-11683,NIAW KHIAW NGOO,Thailand,IRGC 64563-1,3KG,ind2
IRIS_313-11684,OB CHUEY,Thailand,IRGC 64568-1,3KG,admixed-ind
IRIS_313-11685,PLAWNG SAENG,Thailand,IRGC 64595-1,3KG,ind3
IRIS_313-11686,QUAHNG LUANG,Thailand,IRGC 64609-2,3KG,admixed-ind
IRIS_313-11687,SA GAE,Thailand,IRGC 64613-1,3KG,ind2
IRIS_313-11688,SIA MOO,Thailand,IRGC 64629-1,3KG,ind2
IRIS_313-11689,DECHANGBYEO,Korea, Republic of,IRGC 64858-1,3KG,tej
IRIS_313-11690,KOCHUM,Bhutan,IRGC 64906-1,3KG,admixed-jap
IRIS_313-11691,SHANGYIPA,Bhutan,IRGC 64928-1,3KG,admixed-jap
IRIS_313-11692,CHIAYI WU-K'O,Taiwan,IRGC 64974-1,3KG,ind1
IRIS_313-11693,CHING CH'UNG,Taiwan,IRGC 65002-1,3KG,admixed-ind
IRIS_313-11694,CHING LIU,Taiwan,IRGC 65018-1,3KG,admixed-ind
IRIS_313-11695,HSIN-T'AO YUAN CHING YU,Taiwan,IRGC 65074-1,3KG,ind1
IRIS_313-11698,TAIPEI 167,Taiwan,IRGC 65371-1,3KG,aro
IRIS_313-11700,DAW NOK KAEN,Thailand,IRGC 65548-1,3KG,admixed-ind
IRIS_313-11702,CN 1067,United States of America,IRGC 65680-1,3KG,tej
IRIS_313-11704,BAHN DAENG,Thailand,IRGC 65771-1,3KG,admixed-ind
IRIS_313-11705,DAWK PUD KHAO,Thailand,IRGC 65808-1,3KG,admixed-ind
IRIS_313-11706,KHAO' NOK 4,Thailand,IRGC 65932-1,3KG,ind2
IRIS_313-11707,KHAO SAHKORN,Thailand,IRGC 65948-1,3KG,admixed-ind
IRIS_313-11708,KHAO YAI GUANG,Thailand,IRGC 65972-1,3KG,admixed-ind
IRIS_313-11709,LEUANG KHAJAWN,Thailand,IRGC 66014-1,3KG,admixed-ind
IRIS_313-11710,LEUANG MAI,Thailand,IRGC 66019-2,3KG,admixed-ind
IRIS_313-11711,RAI MAHK MEUANG,Thailand,IRGC 66154-1,3KG,admixed-ind
IRIS_313-11712,GORA DHAN 2,India,IRGC 66269-1,3KG,aus
IRIS_313-11713,ITA 245,Nigeria,IRGC 66288-1,3KG,ind2
IRIS_313-11714,CHAMPION,Guyana,IRGC 66327-1,3KG,admixed
IRIS_313-11716,SOSSOKA,Guinea,IRGC 66478-1,3KG,ind2
IRIS_313-11717,JATI MANI,Indonesia,IRGC 66565-1,3KG,ind2
IRIS_313-11719,DAWK PUT,Thailand,IRGC 66699-1,3KG,admixed-ind
IRIS_313-11720,DAW 85,Thailand,IRGC 66704-1,3KG,ind3
IRIS_313-11721,GAEW DAENG,Thailand,IRGC 66707-1,3KG,admixed-ind
IRIS_313-11722,KABERI,Bangladesh,IRGC 66801-1,3KG,admixed-ind
IRIS_313-11723,DISSIGBE,Guinea,IRGC 66916-1,3KG,ind3
IRIS_313-11724,KONYAN,Guinea,IRGC 66931-1,3KG,admixed-ind
IRIS_313-11725,ZUIHOU,Japan,IRGC 66982-1,3KG,tej
IRIS_313-11726,GUANG QING 334,China,IRGC 67132-1,3KG,ind1
IRIS_313-11727,HONG YANG ZAO 3,China,IRGC 67177-1,3KG,ind1
IRIS_313-11728,LUO SI ZHAN,China,IRGC 67211-1,3KG,admixed-ind
IRIS_313-11729,MEI LIU ZAO 5,China,IRGC 67231-1,3KG,ind1
IRIS_313-11730,QING ER XIAO 2,China,IRGC 67255-1,3KG,admixed-ind
IRIS_313-11731,QING TAI AI,China,IRGC 67273-1,3KG,admixed-ind
IRIS_313-11732,QING ZAO 3,China,IRGC 67281-1,3KG,ind1
IRIS_313-11733,SHUANG BAI AI 2,China,IRGC 67309-1,3KG,ind1
IRIS_313-11734,SI CHAO 1,China,IRGC 67335-1,3KG,ind1
IRIS_313-11735,YI LI ZHONG,China,IRGC 67382-1,3KG,admixed-ind
IRIS_313-11736,MALAGKIT (PINELIPE),Philippines,IRGC 67444-1,3KG,trj
IRIS_313-11737,CHUNDI,India,IRGC 67486-1,3KG,aus
IRIS_313-11738,PAUNDRI,India,IRGC 67527-1,3KG,ind3
IRIS_313-11739,NAKPUI,Ghana,IRGC 67594-1,3KG,trj
IRIS_313-11740,UGAGA,Ghana,IRGC 67604-1,3KG,admixed-ind
IRIS_313-11741,HERATH BANDA,Sri Lanka,IRGC 67630-1,3KG,ind3
IRIS_313-11742,KALIBAJARI,India,IRGC 67718-1,3KG,aus
IRIS_313-11743,CHHOTI MASHINO,Bhutan,IRGC 67830-1,3KG,aro
IRIS_313-11744,AI JIAO AO FAN ZI,China,IRGC 67871-1,3KG,admixed-ind
IRIS_313-11745,AN FU ZHAN,China,IRGC 67878-1,3KG,ind1
IRIS_313-11746,E 2070,China,IRGC 67981-1,3KG,ind1
IRIS_313-11747,E 4197,China,IRGC 68004-1,3KG,admixed-ind
IRIS_313-11748,GAO JIAO YING GAN ZHAN,China,IRGC 68053-1,3KG,admixed-ind
IRIS_313-11750,L 10595,China,IRGC 68109-1,3KG,admixed-ind
IRIS_313-11751,L 10833,China,IRGC 68121-1,3KG,admixed-ind
IRIS_313-11752,M 6034-1,China,IRGC 68193-1,3KG,ind1
IRIS_313-11753,XIANG CHANG ZAO,China,IRGC 68268-1,3KG,ind1
IRIS_313-11754,AMBOHIMANDAY,Madagascar,IRGC 68330-1,3KG,admixed-jap
IRIS_313-11755,A 2-257,Liberia,IRGC 68342-1,3KG,trj
IRIS_313-11756,BENGALI VAKAHANA 1448,Madagascar,IRGC 68370-1,3KG,trj
IRIS_313-11757,BORIZINA 640,Madagascar,IRGC 68382-1,3KG,admixed-ind
IRIS_313-11758,FOFFI,Cote d'Ivoire,IRGC 68438-1,3KG,ind3
IRIS_313-11759,K 2 C 45,Cote d'Ivoire,IRGC 68552-1,3KG,trj
IRIS_313-11760,MENAHARA 505,Madagascar,IRGC 68709-1,3KG,ind3
IRIS_313-11761,NS 199,Cote d'Ivoire,IRGC 68864-1,3KG,ind3
IRIS_313-11762,NS 1515,Madagascar,IRGC 68947-1,3KG,ind3
IRIS_313-11763,PJ 110,Cameroon,IRGC 68981-1,3KG,admixed-ind
IRIS_313-11764,P 41,Liberia,IRGC 68987-1,3KG,admixed-ind
IRIS_313-11765,P 335,Liberia,IRGC 69001-1,3KG,aro
IRIS_313-11766,TSIMIAKABIJA,Madagascar,IRGC 69074-1,3KG,admixed-ind
IRIS_313-11767,VARY LAVA DE BOLOGNE,Madagascar,IRGC 69101-1,3KG,admixed-ind
IRIS_313-11772,ROJON'NY NTAOLO,Madagascar,IRGC 69410-1,3KG,admixed-ind
IRIS_313-11773,AUS 78-125,Gambia,IRGC 69464-1,3KG,admixed-ind
IRIS_313-11779,KATUMANI,Tanzania,IRGC 69695-1,3KG,admixed-ind
IRIS_313-11780,KILOMBERO,Tanzania,IRGC 69698-1,3KG,admixed-ind
IRIS_313-11782,MALAGASY,Zambia,IRGC 69717-1,3KG,ind3
IRIS_313-11783,MAMA TABALI,Gambia,IRGC 69720-1,3KG,ind3
IRIS_313-11784,MBEIMBEIHUN,Sierra Leone,IRGC 69730-1,3KG,ind2
IRIS_313-11785,MOSHI,Tanzania,IRGC 69737-1,3KG,admixed-ind
IRIS_313-11786,N'YA NOFF,Gambia,IRGC 69749-1,3KG,admixed-ind
IRIS_313-11787,TANDAKAY FINGO,Gambia,IRGC 69793-1,3KG,ind3
IRIS_313-11788,CANLUBANG,Philippines,IRGC 69816-1,3KG,tej
IRIS_313-11789,SABORAMANDALOAFO,Madagascar,IRGC 69875-1,3KG,ind3
IRIS_313-11790,VARIRANGAHY,Madagascar,IRGC 69897-1,3KG,trj
IRIS_313-11791,VARY LAHY,Madagascar,IRGC 69908-1,3KG,admixed-ind
IRIS_313-11792,VONBOANGY,Madagascar,IRGC 69947-1,3KG,trj
IRIS_313-11793,KOMALIOKO,Madagascar,IRGC 69958-1,3KG,ind3
IRIS_313-11794,TSIPALA MENAHAR,Madagascar,IRGC 69979-1,3KG,ind3
IRIS_313-11795,DA GU AI 7,China,IRGC 70075-1,3KG,ind1
IRIS_313-11796,DU GEN CHUAN,China,IRGC 70083-1,3KG,ind1
IRIS_313-11797,E ZI 32,China,IRGC 70127-1,3KG,ind1
IRIS_313-11798,E ZI 100,China,IRGC 70192-1,3KG,ind2
IRIS_313-11799,E ZI 110,China,IRGC 70201-1,3KG,ind1
IRIS_313-11800,FAN GENG 6,China,IRGC 70243-1,3KG,tej
IRIS_313-11801,FAN WU,China,IRGC 70245-1,3KG,admixed-ind
IRIS_313-11802,JIE CAO ZHAN,China,IRGC 70305-1,3KG,ind1
IRIS_313-11803,MAO ZHA NUO,China,IRGC 70335-1,3KG,tej
IRIS_313-11804,QUN XUAN ZAO,China,IRGC 70371-1,3KG,ind1
IRIS_313-11805,XI HONG GU,China,IRGC 70416-1,3KG,ind1
IRIS_313-11806,78 XUAN WU,China,IRGC 70475-1,3KG,ind1
IRIS_313-11807,R 582,Colombia,IRGC 70504-1,3KG,admixed-ind
IRIS_313-11808,R 762,Colombia,IRGC 70531-1,3KG,admixed-ind
IRIS_313-11809,MHARAKA,Kenya,IRGC 70612-1,3KG,aus
IRIS_313-11810,PULURE,Kenya,IRGC 70647-1,3KG,admixed-ind
IRIS_313-11811,MOSHI,Kenya,IRGC 70648-1,3KG,ind3
IRIS_313-11812,ASFALA,Kenya,IRGC 70650-1,3KG,admixed-ind
IRIS_313-11813,ZERO,Kenya,IRGC 70707-2,3KG,ind3
IRIS_313-11814,KIKUBA,Kenya,IRGC 70722-1,3KG,admixed-ind
IRIS_313-11815,MOSHI,Kenya,IRGC 70730-1,3KG,admixed-ind
IRIS_313-11816,KARILETYONE,Myanmar,IRGC 70745-1,3KG,admixed-ind
IRIS_313-11817,KHAOSAING,Myanmar,IRGC 70746-2,3KG,admixed-ind
IRIS_313-11818,LETYONE,Myanmar,IRGC 70753-1,3KG,ind3
IRIS_313-11819,PADINTHUMA,Myanmar,IRGC 70762-2,3KG,admixed-ind
IRIS_313-11820,PAKISTANHMWE,Myanmar,IRGC 70763-1,3KG,admixed-ind
IRIS_313-11821,19,India,IRGC 70786-1,3KG,ind3
IRIS_313-11822,BHONDU PAREWA,India,IRGC 70802-3,3KG,ind3
IRIS_313-11823,BHU BHUSI,India,IRGC 70803-1,3KG,ind3
IRIS_313-11824,DHANIYA PHOOL,India,IRGC 70811-1,3KG,ind3
IRIS_313-11825,HANSRAJ,India,IRGC 70836-3,3KG,aro
IRIS_313-11826,HIRA NAKHI,India,IRGC 70840-1,3KG,aro
IRIS_313-11827,KARI GURMATIA,India,IRGC 70850-3,3KG,ind3
IRIS_313-11828,LALI GURMATIA,India,IRGC 70854-1,3KG,ind3
IRIS_313-11829,MUNJI,Pakistan,IRGC 70928-1,3KG,tej
IRIS_313-11830,KANDEKE YAIGAITI,Gambia,IRGC 70961-1,3KG,ind2
IRIS_313-11831,KHAO' DAENG HAWM,Thailand,IRGC 71001-1,3KG,admixed-jap
IRIS_313-11832,AE WAWNG POO DOO,Thailand,IRGC 71007-1,3KG,trj
IRIS_313-11833,BOO MAE,Thailand,IRGC 71058-1,3KG,ind2
IRIS_313-11834,BUENG MONG LENG WE,Thailand,IRGC 71088-1,3KG,admixed-jap
IRIS_313-11835,E NOI NAH,Thailand,IRGC 71138-1,3KG,admixed-ind
IRIS_313-11836,KHAO KO RAOH,Thailand,IRGC 71208-1,3KG,ind2
IRIS_313-11837,KHAO NAHNG PRUNG,Thailand,IRGC 71220-1,3KG,admixed-ind
IRIS_313-11838,LEUM DERN,Thailand,IRGC 71288-1,3KG,ind3
IRIS_313-11839,MUAY,Thailand,IRGC 71318-1,3KG,ind2
IRIS_313-11840,NIAW NAHK KRAD,Thailand,IRGC 71352-1,3KG,ind2
IRIS_313-11841,NIAW NARAI,Thailand,IRGC 71353-1,3KG,admixed-ind
IRIS_313-11842,NIAW YUANG KHANUN,Thailand,IRGC 71362-1,3KG,ind2
IRIS_313-11843,PAN DAWK MAHK,Thailand,IRGC 71380-1,3KG,ind2
IRIS_313-11844,PUEY TAW,Thailand,IRGC 71405-1,3KG,admixed-ind
IRIS_313-11845,SING SAI,Thailand,IRGC 71442-2,3KG,admixed-jap
IRIS_313-11846,TON TIA GUAY NU,Thailand,IRGC 71467-1,3KG,admixed-jap
IRIS_313-11848,PULUT BURUNG,Malaysia,IRGC 71655-1,3KG,ind2
IRIS_313-11849,PULUT SELEMYAM,Malaysia,IRGC 71820-1,3KG,admixed-ind
IRIS_313-11850,SESAT JADI,Malaysia,IRGC 71834-1,3KG,ind2
IRIS_313-11851,DUNA AL,Philippines,IRGC 71842-1,3KG,trj
IRIS_313-11852,BAI MI ZAI 7,China,IRGC 71940-1,3KG,ind1
IRIS_313-11853,BU ZHI MING,China,IRGC 71971-1,3KG,ind1
IRIS_313-11854,CHI GU,China,IRGC 71988-1,3KG,ind1
IRIS_313-11855,DA GUAN YIN ZHAN,China,IRGC 72006-1,3KG,ind1
IRIS_313-11856,DA HEI GU,China,IRGC 72009-1,3KG,ind1
IRIS_313-11857,DA LI BAI 63,China,IRGC 72016-1,3KG,ind1
IRIS_313-11858,DA TIE ZHAN,China,IRGC 72029-1,3KG,ind1
IRIS_313-11859,DONG DU,China,IRGC 72037-1,3KG,ind1
IRIS_313-11860,GUA PAI GU,China,IRGC 72078-1,3KG,ind1
IRIS_313-11861,HEI YAN ZHAN,China,IRGC 72090-1,3KG,ind1
IRIS_313-11862,HENG YE ZAO,China,IRGC 72092-1,3KG,ind1
IRIS_313-11863,HONG DU BAI,China,IRGC 72098-1,3KG,ind1
IRIS_313-11865,HUO QING,China,IRGC 72148-1,3KG,ind1
IRIS_313-11866,JIANG ER ZAO,China,IRGC 72152-1,3KG,ind1
IRIS_313-11867,KE SHU BAI,China,IRGC 72183-1,3KG,ind1
IRIS_313-11868,LIU LI YOU,China,IRGC 72198-1,3KG,ind1
IRIS_313-11869,MA WEI ZHAN,China,IRGC 72220-1,3KG,ind1
IRIS_313-11870,NAN JING XIAO DAO,China,IRGC 72236-2,3KG,ind1
IRIS_313-11871,SAN ZHAO QI,China,IRGC 72289-1,3KG,ind1
IRIS_313-11872,TIE ZHONG,China,IRGC 72321-1,3KG,ind1
IRIS_313-11875,CHUBU 17,Japan,IRGC 72505-1,3KG,tej
IRIS_313-11876,AI DA,China,IRGC 72567-1,3KG,admixed-ind
IRIS_313-11877,AN NAN ZAO,China,IRGC 72576-1,3KG,ind1
IRIS_313-11878,BAI RI XIAN,China,IRGC 72588-1,3KG,ind1
IRIS_313-11881,LIU TIAO XIAN,China,IRGC 72758-1,3KG,ind1
IRIS_313-11882,MAN TIAN QING,China,IRGC 72776-1,3KG,ind1
IRIS_313-11884,TIAN DAO DAO,China,IRGC 72837-1,3KG,ind1
IRIS_313-11885,YANG WAN XIAN,China,IRGC 72886-1,3KG,ind1
IRIS_313-11886,IR 4683-54-2,Philippines,IRGC 72992-1,3KG,ind2
IRIS_313-11887,IR 19058-107-1,Philippines,IRGC 72997-1,3KG,ind2
IRIS_313-11888,KANGRI,Pakistan,IRGC 73104-1,3KG,aus
IRIS_313-11889,MURGI BRINJ,Pakistan,IRGC 73109-1,3KG,admixed-ind
IRIS_313-11890,C 722323,Taiwan,IRGC 73147-1,3KG,tej
IRIS_313-11892,HO MOK,Thailand,IRGC 73171-3,3KG,admixed-jap
IRIS_313-11893,KHAU DANH,Viet Nam,IRGC 73201-1,3KG,admixed-ind
IRIS_313-11894,LOC TRANG MUON,Viet Nam,IRGC 73216-1,3KG,admixed-ind
IRIS_313-11895,BA TUC RAN,Viet Nam,IRGC 73239-1,3KG,ind2
IRIS_313-11896,CA HIM,Viet Nam,IRGC 73246-1,3KG,ind2
IRIS_313-11897,PHIT CHZK,Thailand,IRGC 73317-1,3KG,admixed-jap
IRIS_313-11898,MA YOO,Thailand,IRGC 73507-1,3KG,admixed-ind
IRIS_313-11899,MAHA CHAI,Thailand,IRGC 73517-1,3KG,ind3
IRIS_313-11900,PLE LIA,Thailand,IRGC 73562-1,3KG,admixed-jap
IRIS_313-11901,TI NGI,Thailand,IRGC 73620-1,3KG,ind2
IRIS_313-11902,CEMPO TURI,Indonesia,IRGC 73667-1,3KG,ind2
IRIS_313-11903,KOMPIT,Indonesia,IRGC 73716-1,3KG,trj
IRIS_313-11904,PADI SIRANDAH KUNING,Indonesia,IRGC 73762-1,3KG,ind2
IRIS_313-11905,PAYO TINGGI,Indonesia,IRGC 73778-1,3KG,ind2
IRIS_313-11906,SULUS BALOK,Indonesia,IRGC 73862-1,3KG,trj
IRIS_313-11907,TINAROH,Indonesia,IRGC 73874-1,3KG,trj
